Time(Local),Production,Consumption
15.02.2026 18:00:00 +01:00,21129.21,22058.42
15.02.2026 19:00:00 +01:00,19845.47,21986.17
15.02.2026 20:00:00 +01:00,18914.50,21786.22
15.02.2026 21:00:00 +01:00,18217.04,21619.38
15.02.2026 22:00:00 +01:00,17924.60,21054.42
15.02.2026 23:00:00 +01:00,16537.19,20511.31
16.02.2026 00:00:00 +01:00,16291.78,20084.42
16.02.2026 01:00:00 +01:00,15932.77,19646.57
16.02.2026 02:00:00 +01:00,15781.14,19450.49
16.02.2026 03:00:00 +01:00,15535.50,19349.01
16.02.2026 04:00:00 +01:00,15858.56,19409.92
16.02.2026 05:00:00 +01:00,16940.33,19780.83
16.02.2026 06:00:00 +01:00,17659.68,20897.79
16.02.2026 07:00:00 +01:00,19263.78,22189.62
16.02.2026 08:00:00 +01:00,20962.39,22623.72
16.02.2026 09:00:00 +01:00,21545.68,22698.64
16.02.2026 10:00:00 +01:00,21132.09,22620.77
16.02.2026 11:00:00 +01:00,20078.03,22494.04
16.02.2026 12:00:00 +01:00,19134.01,22399.08
16.02.2026 13:00:00 +01:00,19449.43,22285.00
16.02.2026 14:00:00 +01:00,19539.99,22258.14
16.02.2026 15:00:00 +01:00,20124.60,22393.68
16.02.2026 16:00:00 +01:00,21552.29,22555.95
16.02.2026 17:00:00 +01:00,23182.86,22693.71
16.02.2026 18:00:00 +01:00,24040.86,22553.10
16.02.2026 19:00:00 +01:00,24107.61,22420.08
16.02.2026 20:00:00 +01:00,22648.41,22272.70
16.02.2026 21:00:00 +01:00,20621.92,21942.50
16.02.2026 22:00:00 +01:00,18999.98,21483.91
16.02.2026 23:00:00 +01:00,16766.41,20864.79
17.02.2026 00:00:00 +01:00,15508.45,20347.67
17.02.2026 01:00:00 +01:00,14946.93,20014.86
17.02.2026 02:00:00 +01:00,15076.65,19796.45
17.02.2026 03:00:00 +01:00,14994.13,19730.66
17.02.2026 04:00:00 +01:00,15023.30,19801.52
17.02.2026 05:00:00 +01:00,16230.48,20169.49
17.02.2026 06:00:00 +01:00,19542.27,21326.78
17.02.2026 07:00:00 +01:00,21862.87,22573.88
17.02.2026 08:00:00 +01:00,22462.21,22887.73
17.02.2026 09:00:00 +01:00,21828.42,22967.18
17.02.2026 10:00:00 +01:00,21219.57,22941.70
17.02.2026 11:00:00 +01:00,20634.05,22675.64
17.02.2026 12:00:00 +01:00,19432.73,22515.36
17.02.2026 13:00:00 +01:00,19227.92,22398.66
17.02.2026 14:00:00 +01:00,18837.12,22337.99
17.02.2026 15:00:00 +01:00,19201.84,22376.14
17.02.2026 16:00:00 +01:00,20752.79,22506.47
17.02.2026 17:00:00 +01:00,22958.73,22728.01
17.02.2026 18:00:00 +01:00,23064.31,22687.52
17.02.2026 19:00:00 +01:00,23552.10,22565.20
17.02.2026 20:00:00 +01:00,22325.23,22549.39
17.02.2026 21:00:00 +01:00,20777.39,22329.65
17.02.2026 22:00:00 +01:00,19090.69,21995.72
17.02.2026 23:00:00 +01:00,17782.17,21403.77
18.02.2026 00:00:00 +01:00,19506.28,20816.32
18.02.2026 01:00:00 +01:00,19499.91,20442.69
18.02.2026 02:00:00 +01:00,19250.61,20338.87
18.02.2026 03:00:00 +01:00,18975.04,20260.88
18.02.2026 04:00:00 +01:00,18878.35,20342.36
18.02.2026 05:00:00 +01:00,21045.75,19787.98
18.02.2026 06:00:00 +01:00,23680.16,19703.59
18.02.2026 07:00:00 +01:00,24632.08,22293.96
18.02.2026 08:00:00 +01:00,24301.76,23105.05
18.02.2026 09:00:00 +01:00,24114.09,23023.90
18.02.2026 10:00:00 +01:00,23583.29,22705.24
18.02.2026 11:00:00 +01:00,22550.45,22289.18
18.02.2026 12:00:00 +01:00,21854.67,21951.16
18.02.2026 13:00:00 +01:00,21655.36,21774.51
18.02.2026 14:00:00 +01:00,21707.96,21644.03
18.02.2026 15:00:00 +01:00,22333.13,21727.25
18.02.2026 16:00:00 +01:00,23357.26,22062.64
18.02.2026 17:00:00 +01:00,23633.90,22371.57
18.02.2026 18:00:00 +01:00,23046.24,22473.38
18.02.2026 19:00:00 +01:00,22904.52,22449.66
18.02.2026 20:00:00 +01:00,21787.93,22379.84
18.02.2026 21:00:00 +01:00,20894.13,22299.91
18.02.2026 22:00:00 +01:00,20389.83,21975.96
18.02.2026 23:00:00 +01:00,19120.32,21414.86
19.02.2026 00:00:00 +01:00,18659.71,21037.64
19.02.2026 01:00:00 +01:00,18579.33,20725.44
19.02.2026 02:00:00 +01:00,18481.94,20533.08
19.02.2026 03:00:00 +01:00,18667.40,20448.46
19.02.2026 04:00:00 +01:00,18814.43,20562.71
19.02.2026 05:00:00 +01:00,19850.84,20917.50
19.02.2026 06:00:00 +01:00,21311.44,21800.66
19.02.2026 07:00:00 +01:00,23211.02,22960.00
19.02.2026 08:00:00 +01:00,24880.78,23287.96
19.02.2026 09:00:00 +01:00,24703.04,23278.45
19.02.2026 10:00:00 +01:00,24349.03,22963.96
19.02.2026 11:00:00 +01:00,22943.57,22521.13
19.02.2026 12:00:00 +01:00,21760.10,22314.30
19.02.2026 13:00:00 +01:00,21553.77,22143.01
19.02.2026 14:00:00 +01:00,22124.46,22021.36
19.02.2026 15:00:00 +01:00,22054.94,22101.54
19.02.2026 16:00:00 +01:00,23351.44,22196.50
19.02.2026 17:00:00 +01:00,25069.08,22560.98
19.02.2026 18:00:00 +01:00,25726.79,22679.21
19.02.2026 19:00:00 +01:00,25240.06,22686.38
19.02.2026 20:00:00 +01:00,24897.73,22658.82
19.02.2026 21:00:00 +01:00,24258.39,22383.70
19.02.2026 22:00:00 +01:00,22243.01,21950.96
19.02.2026 23:00:00 +01:00,19778.49,21385.12
20.02.2026 00:00:00 +01:00,19083.05,20830.24
20.02.2026 01:00:00 +01:00,18814.88,20411.50
20.02.2026 02:00:00 +01:00,18288.25,20161.42
20.02.2026 03:00:00 +01:00,18122.55,20000.44
20.02.2026 04:00:00 +01:00,17930.74,19998.09
20.02.2026 05:00:00 +01:00,18419.51,20349.90
20.02.2026 06:00:00 +01:00,21609.17,21295.31
20.02.2026 07:00:00 +01:00,23522.00,22407.09
20.02.2026 08:00:00 +01:00,23830.76,22763.04
20.02.2026 09:00:00 +01:00,23796.69,22838.67
20.02.2026 10:00:00 +01:00,21287.57,22680.46
20.02.2026 11:00:00 +01:00,20129.75,22409.56
20.02.2026 12:00:00 +01:00,19238.22,22319.04
20.02.2026 13:00:00 +01:00,19122.94,22255.81
20.02.2026 14:00:00 +01:00,19100.07,22233.90
20.02.2026 15:00:00 +01:00,19398.12,22248.09
20.02.2026 16:00:00 +01:00,19424.90,22417.72
20.02.2026 17:00:00 +01:00,20803.60,22319.99
20.02.2026 18:00:00 +01:00,19846.32,22102.11
20.02.2026 19:00:00 +01:00,18592.19,21811.26
20.02.2026 20:00:00 +01:00,17212.32,21471.14
20.02.2026 21:00:00 +01:00,15628.90,20894.35
20.02.2026 22:00:00 +01:00,14399.91,20439.56
20.02.2026 23:00:00 +01:00,13268.85,19873.35
21.02.2026 00:00:00 +01:00,12427.00,19577.42
21.02.2026 01:00:00 +01:00,12357.99,19221.10
21.02.2026 02:00:00 +01:00,11873.89,18910.26
21.02.2026 03:00:00 +01:00,11914.23,18737.00
21.02.2026 04:00:00 +01:00,11842.97,18644.73
21.02.2026 05:00:00 +01:00,11911.78,18644.78
21.02.2026 06:00:00 +01:00,12499.95,18825.38
21.02.2026 07:00:00 +01:00,13585.12,19184.53
21.02.2026 08:00:00 +01:00,15230.07,19624.69
21.02.2026 09:00:00 +01:00,16122.46,19865.31
21.02.2026 10:00:00 +01:00,15957.32,19978.72
21.02.2026 11:00:00 +01:00,15761.43,19910.20
21.02.2026 12:00:00 +01:00,15456.61,19603.92
21.02.2026 13:00:00 +01:00,15602.98,19238.73
21.02.2026 14:00:00 +01:00,15621.84,19135.64
21.02.2026 15:00:00 +01:00,15424.18,19046.66
21.02.2026 16:00:00 +01:00,17277.01,19267.64
21.02.2026 17:00:00 +01:00,20601.10,19887.90
21.02.2026 18:00:00 +01:00,22165.66,20278.30
21.02.2026 19:00:00 +01:00,20208.98,20183.88
21.02.2026 20:00:00 +01:00,17131.72,19930.92
21.02.2026 21:00:00 +01:00,15120.02,19733.43
21.02.2026 22:00:00 +01:00,13626.39,19537.51
21.02.2026 23:00:00 +01:00,12340.94,19256.07
22.02.2026 00:00:00 +01:00,11554.38,19020.29
22.02.2026 01:00:00 +01:00,11380.12,18794.43
22.02.2026 02:00:00 +01:00,11205.36,18662.62
22.02.2026 03:00:00 +01:00,11273.14,18613.82
22.02.2026 04:00:00 +01:00,11175.02,18710.01
22.02.2026 05:00:00 +01:00,11296.30,18851.74
22.02.2026 06:00:00 +01:00,11365.22,19074.35
22.02.2026 07:00:00 +01:00,11992.10,19325.70
22.02.2026 08:00:00 +01:00,12910.26,19744.36
22.02.2026 09:00:00 +01:00,14588.31,20146.68
22.02.2026 10:00:00 +01:00,14695.20,20258.18
22.02.2026 11:00:00 +01:00,14831.49,20099.17
22.02.2026 12:00:00 +01:00,14784.25,19948.16
22.02.2026 13:00:00 +01:00,14882.48,20107.02
22.02.2026 14:00:00 +01:00,15243.39,20144.22
22.02.2026 15:00:00 +01:00,15816.33,20302.58
22.02.2026 16:00:00 +01:00,16098.88,20547.86
22.02.2026 17:00:00 +01:00,18022.56,20800.42
22.02.2026 18:00:00 +01:00,18551.35,20955.96
22.02.2026 19:00:00 +01:00,18169.31,20937.70
22.02.2026 20:00:00 +01:00,17494.82,20782.47
22.02.2026 21:00:00 +01:00,16703.34,20538.40
22.02.2026 22:00:00 +01:00,16086.09,20260.60
22.02.2026 23:00:00 +01:00,14751.05,19747.72
23.02.2026 00:00:00 +01:00,13828.02,19287.92
23.02.2026 01:00:00 +01:00,13705.29,18940.26
23.02.2026 02:00:00 +01:00,13304.34,18677.86
23.02.2026 03:00:00 +01:00,12926.94,18536.08
23.02.2026 04:00:00 +01:00,13015.62,18628.60
23.02.2026 05:00:00 +01:00,13421.88,19015.01
23.02.2026 06:00:00 +01:00,16282.08,20122.03
23.02.2026 07:00:00 +01:00,20029.91,21363.52
23.02.2026 08:00:00 +01:00,21008.37,21711.23
23.02.2026 09:00:00 +01:00,19331.77,21534.99
23.02.2026 10:00:00 +01:00,17971.02,21410.51
23.02.2026 11:00:00 +01:00,16775.81,21204.76
23.02.2026 12:00:00 +01:00,16803.57,20947.69
23.02.2026 13:00:00 +01:00,16520.08,20705.83
23.02.2026 14:00:00 +01:00,17458.40,20647.16
23.02.2026 15:00:00 +01:00,18624.97,20708.63
23.02.2026 16:00:00 +01:00,19604.91,20983.59
23.02.2026 17:00:00 +01:00,21495.89,21104.92
23.02.2026 18:00:00 +01:00,22620.82,21133.58
23.02.2026 19:00:00 +01:00,22899.73,20980.23
23.02.2026 20:00:00 +01:00,21598.98,20780.48
23.02.2026 21:00:00 +01:00,20576.58,20436.67
23.02.2026 22:00:00 +01:00,19556.56,19998.44
23.02.2026 23:00:00 +01:00,17417.27,19439.78
24.02.2026 00:00:00 +01:00,16576.43,19070.01
24.02.2026 01:00:00 +01:00,16742.40,18788.42
24.02.2026 02:00:00 +01:00,16318.12,18589.46
24.02.2026 03:00:00 +01:00,16517.40,18517.60
24.02.2026 04:00:00 +01:00,16815.79,18672.86
24.02.2026 05:00:00 +01:00,19101.95,19166.57
24.02.2026 06:00:00 +01:00,22641.95,20368.76
24.02.2026 07:00:00 +01:00,23169.95,21385.68
24.02.2026 08:00:00 +01:00,23068.53,21656.57
24.02.2026 09:00:00 +01:00,22706.35,21340.83
24.02.2026 10:00:00 +01:00,22163.21,20973.95
24.02.2026 11:00:00 +01:00,21844.82,20581.91
24.02.2026 12:00:00 +01:00,21661.54,20259.46
24.02.2026 13:00:00 +01:00,21451.31,20061.27
24.02.2026 14:00:00 +01:00,21552.08,20045.98
24.02.2026 15:00:00 +01:00,22959.86,20202.84
24.02.2026 16:00:00 +01:00,23679.73,20451.98
24.02.2026 17:00:00 +01:00,24327.48,20734.54
24.02.2026 18:00:00 +01:00,24543.42,20802.54
24.02.2026 19:00:00 +01:00,24676.06,20787.53
24.02.2026 20:00:00 +01:00,24141.40,20637.24
24.02.2026 21:00:00 +01:00,24262.22,20376.07
24.02.2026 22:00:00 +01:00,23181.31,19926.05
24.02.2026 23:00:00 +01:00,21340.96,19405.79
25.02.2026 00:00:00 +01:00,19820.22,18953.28
25.02.2026 01:00:00 +01:00,19416.66,18619.77
25.02.2026 02:00:00 +01:00,19042.93,18402.24
25.02.2026 03:00:00 +01:00,18901.00,18316.75
25.02.2026 04:00:00 +01:00,19018.37,18375.95
25.02.2026 05:00:00 +01:00,20168.97,18681.11
25.02.2026 06:00:00 +01:00,22167.78,19639.70
25.02.2026 07:00:00 +01:00,24147.95,20827.66
25.02.2026 08:00:00 +01:00,23146.56,21057.16
25.02.2026 09:00:00 +01:00,21540.31,20997.67
25.02.2026 10:00:00 +01:00,19095.08,20917.32
25.02.2026 11:00:00 +01:00,17434.15,20920.56
25.02.2026 12:00:00 +01:00,17125.36,20874.42
25.02.2026 13:00:00 +01:00,16246.28,20829.45
25.02.2026 14:00:00 +01:00,16342.40,20885.77
25.02.2026 15:00:00 +01:00,17841.77,20911.60
25.02.2026 16:00:00 +01:00,21166.36,20967.26
25.02.2026 17:00:00 +01:00,23598.25,21019.30
25.02.2026 18:00:00 +01:00,24018.37,20926.12
25.02.2026 19:00:00 +01:00,22935.08,20684.44
25.02.2026 20:00:00 +01:00,19921.65,20447.77
25.02.2026 21:00:00 +01:00,18172.75,20132.76
25.02.2026 22:00:00 +01:00,17173.20,19670.22
25.02.2026 23:00:00 +01:00,15293.46,19047.05
26.02.2026 00:00:00 +01:00,14433.79,18367.93
26.02.2026 01:00:00 +01:00,13911.36,18043.93
26.02.2026 02:00:00 +01:00,13413.53,17758.50
26.02.2026 03:00:00 +01:00,13023.91,17589.39
26.02.2026 04:00:00 +01:00,13295.36,17589.80
26.02.2026 05:00:00 +01:00,15194.07,17911.66
26.02.2026 06:00:00 +01:00,18473.23,18940.05
26.02.2026 07:00:00 +01:00,20979.42,20078.97
26.02.2026 08:00:00 +01:00,20480.20,20344.36
26.02.2026 09:00:00 +01:00,18892.69,20391.65
26.02.2026 10:00:00 +01:00,17394.18,20237.85
26.02.2026 11:00:00 +01:00,15823.22,20086.86
26.02.2026 12:00:00 +01:00,15074.59,19975.90
26.02.2026 13:00:00 +01:00,14675.32,19767.98
26.02.2026 14:00:00 +01:00,14307.35,19682.46
26.02.2026 15:00:00 +01:00,15592.80,19620.76
26.02.2026 16:00:00 +01:00,18673.00,19862.51
26.02.2026 17:00:00 +01:00,20681.73,19974.57
26.02.2026 18:00:00 +01:00,22034.31,20008.46
26.02.2026 19:00:00 +01:00,21344.41,19884.67
26.02.2026 20:00:00 +01:00,19825.96,19629.36
26.02.2026 21:00:00 +01:00,18021.72,19283.88
26.02.2026 22:00:00 +01:00,16323.07,18891.55
26.02.2026 23:00:00 +01:00,14227.22,18279.38
27.02.2026 00:00:00 +01:00,13143.01,17791.51
27.02.2026 01:00:00 +01:00,12928.17,17419.18
27.02.2026 02:00:00 +01:00,12753.80,17128.60
27.02.2026 03:00:00 +01:00,12526.39,16986.95
27.02.2026 04:00:00 +01:00,12674.39,16914.37
27.02.2026 05:00:00 +01:00,13223.77,17164.31
27.02.2026 06:00:00 +01:00,15423.73,18185.90
27.02.2026 07:00:00 +01:00,18129.16,19288.15
27.02.2026 08:00:00 +01:00,17562.26,19514.99
27.02.2026 09:00:00 +01:00,15932.42,19513.22
27.02.2026 10:00:00 +01:00,15993.50,19298.17
27.02.2026 11:00:00 +01:00,16337.58,19095.28
27.02.2026 12:00:00 +01:00,16071.74,18868.28
27.02.2026 13:00:00 +01:00,16202.94,18761.68
27.02.2026 14:00:00 +01:00,16484.76,18650.24
27.02.2026 15:00:00 +01:00,16896.79,18637.28
27.02.2026 16:00:00 +01:00,19427.07,18812.95
27.02.2026 17:00:00 +01:00,22057.50,19061.30
27.02.2026 18:00:00 +01:00,24473.43,19511.86
27.02.2026 19:00:00 +01:00,23767.05,19365.41
27.02.2026 20:00:00 +01:00,22012.19,18947.58
27.02.2026 21:00:00 +01:00,19387.89,18528.20
27.02.2026 22:00:00 +01:00,18171.63,18203.22
27.02.2026 23:00:00 +01:00,16823.35,17880.77
28.02.2026 00:00:00 +01:00,15410.97,17568.23
28.02.2026 01:00:00 +01:00,14819.60,17300.76
28.02.2026 02:00:00 +01:00,14177.69,17107.34
28.02.2026 03:00:00 +01:00,14083.27,17039.04
28.02.2026 04:00:00 +01:00,13849.63,17014.48
28.02.2026 05:00:00 +01:00,13952.02,17143.66
28.02.2026 06:00:00 +01:00,13931.20,17406.65
28.02.2026 07:00:00 +01:00,14331.47,17785.90
28.02.2026 08:00:00 +01:00,15300.06,18376.44
28.02.2026 09:00:00 +01:00,16213.68,18807.84
28.02.2026 10:00:00 +01:00,16701.24,18850.45
28.02.2026 11:00:00 +01:00,16265.73,18662.23
28.02.2026 12:00:00 +01:00,15477.90,18522.37
28.02.2026 13:00:00 +01:00,14659.45,18314.36
28.02.2026 14:00:00 +01:00,14129.92,18251.70
28.02.2026 15:00:00 +01:00,14311.09,18364.63
28.02.2026 16:00:00 +01:00,15932.70,18548.90
28.02.2026 17:00:00 +01:00,17479.33,18900.66
28.02.2026 18:00:00 +01:00,18358.06,19169.40
28.02.2026 19:00:00 +01:00,18102.28,19058.43
28.02.2026 20:00:00 +01:00,16698.84,18790.88
28.02.2026 21:00:00 +01:00,15840.92,18470.79
28.02.2026 22:00:00 +01:00,15090.04,18267.67
28.02.2026 23:00:00 +01:00,14143.17,17940.72
01.03.2026 00:00:00 +01:00,12688.93,17611.66
01.03.2026 01:00:00 +01:00,12539.76,17350.82
01.03.2026 02:00:00 +01:00,12121.22,17161.93
01.03.2026 03:00:00 +01:00,11868.14,17027.72
01.03.2026 04:00:00 +01:00,11931.63,17005.00
01.03.2026 05:00:00 +01:00,11809.65,17088.69
01.03.2026 06:00:00 +01:00,12156.50,17297.74
01.03.2026 07:00:00 +01:00,12735.09,17512.20
01.03.2026 08:00:00 +01:00,12754.61,17980.37
01.03.2026 09:00:00 +01:00,12440.26,18222.16
01.03.2026 10:00:00 +01:00,12860.22,18149.80
01.03.2026 11:00:00 +01:00,12120.91,17896.78
01.03.2026 12:00:00 +01:00,11893.66,17634.18
01.03.2026 13:00:00 +01:00,11705.24,17461.02
01.03.2026 14:00:00 +01:00,11365.86,17365.01
01.03.2026 15:00:00 +01:00,11566.04,17504.89
01.03.2026 16:00:00 +01:00,14789.16,17730.26
01.03.2026 17:00:00 +01:00,18377.33,18198.64
01.03.2026 18:00:00 +01:00,20642.61,18730.75
01.03.2026 19:00:00 +01:00,20290.04,18835.28
01.03.2026 20:00:00 +01:00,17760.44,18793.26
01.03.2026 21:00:00 +01:00,15740.82,18659.15
01.03.2026 22:00:00 +01:00,14303.78,18400.16
01.03.2026 23:00:00 +01:00,13356.29,18041.27
02.03.2026 00:00:00 +01:00,13009.00,17652.89
02.03.2026 01:00:00 +01:00,13030.89,17365.61
02.03.2026 02:00:00 +01:00,12776.74,17208.19
02.03.2026 03:00:00 +01:00,12902.95,17132.00
02.03.2026 04:00:00 +01:00,13307.75,17147.74
02.03.2026 05:00:00 +01:00,15912.06,17503.51
02.03.2026 06:00:00 +01:00,20503.71,18657.20
02.03.2026 07:00:00 +01:00,22863.92,19797.98
02.03.2026 08:00:00 +01:00,22140.36,20147.26
02.03.2026 09:00:00 +01:00,21070.09,20162.38
02.03.2026 10:00:00 +01:00,19138.29,19928.71
02.03.2026 11:00:00 +01:00,18346.12,19732.20
02.03.2026 12:00:00 +01:00,17696.84,19504.96
02.03.2026 13:00:00 +01:00,16833.38,19334.71
02.03.2026 14:00:00 +01:00,17230.92,19289.20
02.03.2026 15:00:00 +01:00,18788.78,19425.63
02.03.2026 16:00:00 +01:00,22149.74,19648.09
02.03.2026 17:00:00 +01:00,23057.49,19606.93
02.03.2026 18:00:00 +01:00,23712.78,19476.72
02.03.2026 19:00:00 +01:00,22852.91,19345.40
02.03.2026 20:00:00 +01:00,21696.61,19121.32
02.03.2026 21:00:00 +01:00,20125.75,18755.34
02.03.2026 22:00:00 +01:00,18248.39,18250.03
02.03.2026 23:00:00 +01:00,16221.17,17608.46
03.03.2026 00:00:00 +01:00,14928.75,17014.46
03.03.2026 01:00:00 +01:00,15131.87,16612.14
03.03.2026 02:00:00 +01:00,15268.26,16352.73
03.03.2026 03:00:00 +01:00,15325.79,16241.70
03.03.2026 04:00:00 +01:00,16181.68,16241.24
03.03.2026 05:00:00 +01:00,18189.76,16562.96
03.03.2026 06:00:00 +01:00,20218.57,17664.00
03.03.2026 07:00:00 +01:00,21418.58,18739.13
03.03.2026 08:00:00 +01:00,21771.43,19119.68
03.03.2026 09:00:00 +01:00,19031.94,18952.47
03.03.2026 10:00:00 +01:00,15968.01,18626.99
03.03.2026 11:00:00 +01:00,14499.58,18377.90
03.03.2026 12:00:00 +01:00,14302.81,18073.64
03.03.2026 13:00:00 +01:00,13947.57,17850.73
03.03.2026 14:00:00 +01:00,14638.15,17912.67
03.03.2026 15:00:00 +01:00,16367.62,18005.15
03.03.2026 16:00:00 +01:00,18667.81,18290.46
03.03.2026 17:00:00 +01:00,20938.82,18629.82
03.03.2026 18:00:00 +01:00,22076.56,18896.57
03.03.2026 19:00:00 +01:00,21901.25,18894.22
03.03.2026 20:00:00 +01:00,21580.07,18777.07
03.03.2026 21:00:00 +01:00,20827.33,18565.20
03.03.2026 22:00:00 +01:00,20213.73,18245.14
03.03.2026 23:00:00 +01:00,18834.55,17661.73
04.03.2026 00:00:00 +01:00,18554.93,17319.78
04.03.2026 01:00:00 +01:00,18280.63,16936.38
04.03.2026 02:00:00 +01:00,18145.50,16754.86
04.03.2026 03:00:00 +01:00,18283.32,16673.71
04.03.2026 04:00:00 +01:00,18517.58,16677.77
04.03.2026 05:00:00 +01:00,19318.56,16980.92
04.03.2026 06:00:00 +01:00,20697.63,18022.71
04.03.2026 07:00:00 +01:00,22180.76,19099.22
04.03.2026 08:00:00 +01:00,21733.26,19412.18
04.03.2026 09:00:00 +01:00,20516.19,19105.44
04.03.2026 10:00:00 +01:00,17745.46,18605.36
04.03.2026 11:00:00 +01:00,14606.87,18392.36
04.03.2026 12:00:00 +01:00,13519.09,18273.32
04.03.2026 13:00:00 +01:00,13361.54,18044.86
04.03.2026 14:00:00 +01:00,13927.50,17891.24
04.03.2026 15:00:00 +01:00,15782.39,17892.46
04.03.2026 16:00:00 +01:00,19899.54,18141.32
04.03.2026 17:00:00 +01:00,22399.31,18464.74
04.03.2026 18:00:00 +01:00,22433.21,18839.02
04.03.2026 19:00:00 +01:00,22079.34,18968.86
04.03.2026 20:00:00 +01:00,22111.62,18986.17
04.03.2026 21:00:00 +01:00,22337.45,18797.08
04.03.2026 22:00:00 +01:00,21613.37,18472.31
04.03.2026 23:00:00 +01:00,20518.21,17899.70
05.03.2026 00:00:00 +01:00,18768.77,17370.42
05.03.2026 01:00:00 +01:00,18022.47,17085.52
05.03.2026 02:00:00 +01:00,17538.10,16930.96
05.03.2026 03:00:00 +01:00,17240.26,16833.85
05.03.2026 04:00:00 +01:00,17934.94,16936.52
05.03.2026 05:00:00 +01:00,20106.04,17297.02
05.03.2026 06:00:00 +01:00,22644.92,18489.58
05.03.2026 07:00:00 +01:00,23799.42,19640.22
05.03.2026 08:00:00 +01:00,21909.78,19826.94
05.03.2026 09:00:00 +01:00,18695.95,19397.28
05.03.2026 10:00:00 +01:00,16525.01,18820.60
05.03.2026 11:00:00 +01:00,15226.34,18387.00
05.03.2026 12:00:00 +01:00,14277.16,17996.57
05.03.2026 13:00:00 +01:00,14637.30,17736.00
05.03.2026 14:00:00 +01:00,15301.14,17639.80
05.03.2026 15:00:00 +01:00,17486.79,17785.57
05.03.2026 16:00:00 +01:00,21788.09,18135.02
05.03.2026 17:00:00 +01:00,24231.08,18416.35
05.03.2026 18:00:00 +01:00,24731.14,18698.14
05.03.2026 19:00:00 +01:00,23778.86,18762.00
05.03.2026 20:00:00 +01:00,22585.85,18615.53
05.03.2026 21:00:00 +01:00,22012.63,18385.47
05.03.2026 22:00:00 +01:00,21332.46,18019.38
05.03.2026 23:00:00 +01:00,21063.83,17527.74
06.03.2026 00:00:00 +01:00,18160.38,17042.04
06.03.2026 01:00:00 +01:00,18000.67,16673.96
06.03.2026 02:00:00 +01:00,18338.77,16445.01
06.03.2026 03:00:00 +01:00,18807.09,16365.75
06.03.2026 04:00:00 +01:00,19767.98,16456.69
06.03.2026 05:00:00 +01:00,21060.84,16849.94
06.03.2026 06:00:00 +01:00,22805.34,17942.91
06.03.2026 07:00:00 +01:00,23520.96,19066.32
06.03.2026 08:00:00 +01:00,21747.56,19366.82
06.03.2026 09:00:00 +01:00,18770.45,19280.38
06.03.2026 10:00:00 +01:00,16451.63,18989.80
06.03.2026 11:00:00 +01:00,14727.44,18643.93
06.03.2026 12:00:00 +01:00,14747.25,18372.95
06.03.2026 13:00:00 +01:00,14386.02,18217.88
06.03.2026 14:00:00 +01:00,14967.81,18155.22
06.03.2026 15:00:00 +01:00,17582.15,18197.64
06.03.2026 16:00:00 +01:00,21141.32,18427.20
06.03.2026 17:00:00 +01:00,23353.86,18692.20
06.03.2026 18:00:00 +01:00,23877.20,18857.28
06.03.2026 19:00:00 +01:00,23378.70,18843.18
06.03.2026 20:00:00 +01:00,22509.26,18571.58
06.03.2026 21:00:00 +01:00,21687.71,18181.22
06.03.2026 22:00:00 +01:00,21094.94,17798.58
06.03.2026 23:00:00 +01:00,20717.30,17322.58
07.03.2026 00:00:00 +01:00,20414.25,16983.65
07.03.2026 01:00:00 +01:00,20448.46,16657.15
07.03.2026 02:00:00 +01:00,20498.65,16464.18
07.03.2026 03:00:00 +01:00,20842.58,16339.54
07.03.2026 04:00:00 +01:00,21210.21,16315.46
07.03.2026 05:00:00 +01:00,21400.05,16318.44
07.03.2026 06:00:00 +01:00,20433.52,16556.09
07.03.2026 07:00:00 +01:00,20526.05,16866.78
07.03.2026 08:00:00 +01:00,19336.50,17336.62
07.03.2026 09:00:00 +01:00,17305.80,17715.11
07.03.2026 10:00:00 +01:00,16366.58,17804.91
07.03.2026 11:00:00 +01:00,14901.72,17616.47
07.03.2026 12:00:00 +01:00,14160.75,17381.63
07.03.2026 13:00:00 +01:00,13931.84,17189.32
07.03.2026 14:00:00 +01:00,14182.53,17151.74
07.03.2026 15:00:00 +01:00,15912.72,17197.39
07.03.2026 16:00:00 +01:00,19170.35,17421.00
07.03.2026 17:00:00 +01:00,21680.88,17870.97
07.03.2026 18:00:00 +01:00,22639.40,18149.18
07.03.2026 19:00:00 +01:00,22089.43,18036.70
07.03.2026 20:00:00 +01:00,20941.94,17703.81
07.03.2026 21:00:00 +01:00,21004.11,17390.77
07.03.2026 22:00:00 +01:00,20673.07,17105.00
07.03.2026 23:00:00 +01:00,20198.39,16782.95
08.03.2026 00:00:00 +01:00,20069.12,16408.24
08.03.2026 01:00:00 +01:00,20019.45,16132.42
08.03.2026 02:00:00 +01:00,19933.01,15955.62
08.03.2026 03:00:00 +01:00,19671.29,15858.00
08.03.2026 04:00:00 +01:00,19661.74,15898.10
08.03.2026 05:00:00 +01:00,19715.20,15961.40
08.03.2026 06:00:00 +01:00,19541.97,16102.05
08.03.2026 07:00:00 +01:00,18394.11,16242.22
08.03.2026 08:00:00 +01:00,16971.94,16598.56
08.03.2026 09:00:00 +01:00,15342.24,17064.86
08.03.2026 10:00:00 +01:00,14316.35,17175.02
08.03.2026 11:00:00 +01:00,13773.53,17210.60
08.03.2026 12:00:00 +01:00,13888.17,17191.26
